Business ID,Business Name,Submarket,Timezone,Time Now,Google Link,,Initial Contact Number Scrape
,Los Molcajetes,Fort Worth,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Los%Molcajetes+Fort%Worth,,"817-306-9000, (817) 306-9000"
,Mulan Asian Bistro,Memphis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Mulan%Asian%Bistro+Memphis,,"901-609-8680, 7878531372, 1175940182, 901-641-5998, 2000716108"
,Hamlin Pub,"Port Huron, MI",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Hamlin%Pub+Port%Huron,%MI",,"7176956300, (810) 824-4021, (810) 289-3056"
,Hudson House,Dallas,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Hudson%House+Dallas,,"9887783343, 4938818568"
,Timothy O'Toole's,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Timothy%O'Toole's+Chicago,,"(312) 642-0700, (312) 642-6848"
,Los Carboncitos,Denver/Boulder,Mountain Time (MT),8:27:34 PM,https://www.google.com/search?q=Los%Carboncitos+Denver/Boulder,,Not Found
,Las Haciendas Mexican Bar & Grill,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Las%Haciendas%Mexican%Bar%&%Grill+Houston,,"1749124140, 2474915254, (212) 987-1617, 1720057044, 6421984723, 7719021751, 631-287-6814"
,Napa Flats Wood-Fired Kitchen,Tulsa,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Napa%Flats%Wood-Fired%Kitchen+Tulsa,,(918) 948-6505
,The Roasting Company,Charlotte,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=The%Roasting%Company+Charlotte,,"(803) 329-9600, (704) 521-8188"
,DCity Smokehouse,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=DCity%Smokehouse+Washington,%D.C",,"202.733.1919, (202) 733-1919, 202.222.0212"
,Saigon Cafe,Buffalo,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Saigon%Cafe+Buffalo,,"2275633451, 9182882617"
,Pio Pio 4 – Mott Haven,Bronx,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Pio%Pio%4%–%Mott%Haven+Bronx,,(718) 401-3300
,East Coast Wings + Grill,"Statesville, NC",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=East%Coast%Wings%+%Grill+Statesville,%NC",,(704) 873-8777
,Tay Ho,South Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Tay%Ho+South%Bay,,(510) 836-6388
,Golden Chick,"Winters, TX",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Golden%Chick+Winters,%TX",,(616) 345-5642
,Marzoni's Brick Oven and Brewing,State College,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Marzoni's%Brick%Oven%and%Brewing+State%College,,"814-325-7325, (814) 325-7325"
,Dish Society,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Dish%Society+Houston,,"2027883035, 1442364167, 5970088040, 2547746819"
,Cafe Mogador,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Cafe%Mogador+Manhattan,,"5113668649, 1415076871, 1497249761, (212) 677-2226, 1461655146"
,Anchor Bar,Northern Virginia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Anchor%Bar+Northern%Virginia,,"(703) 891-0744, (703) 963-3523"
,Il Forno,Boston,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Il%Forno+Boston,,"(978) 540-2880, (617) 723-6733"
,Milk and Honey,Chattanooga,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Milk%and%Honey+Chattanooga,,(423) 521-3123
,Slice Pizza,Birmingham,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Slice%Pizza+Birmingham,,"1207244597, 3119771341, 3329600882, 8462890283, 1142185186"
,Pho Lang Thang,Cincinnati,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Pho%Lang%Thang+Cincinnati,,"4702949245, (513) 376-9177"
,CrackleMi,Seattle,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=CrackleMi+Seattle,,(206) 999-6406
,Pranakhon Thai,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Pranakhon%Thai+Manhattan,,(212) 786-6789
,Wahlburgers,Pittsburgh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Wahlburgers+Pittsburgh,,"2138959814, (412) 744-9089"
,Cleats Club Seat Grille,"Port Clinton, OH",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Cleats%Club%Seat%Grille+Port%Clinton,%OH",,"(419) 734-9464, 440-237-2665, 419-734-9464, 419-734-2243, 216-398-4498, 1419734946"
,MB Ramen,Long Island - Suffolk,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=MB%Ramen+Long%Island%-%Suffolk,,"1000635828, (516) 690-8166"
,L'Ardente,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=L'Ardente+Washington,%D.C",,"(202) 448-0450, 1681397867, 1642176702"
,Harolds Chicken,Los Angeles,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Harolds%Chicken+Los%Angeles,,(323) 645-7049
,Unconventional Diner,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Unconventional%Diner+Washington,%D.C",,Not Found
,Parc,Philadelphia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Parc+Philadelphia,,(215) 545-2262
,Iguana Joe's,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Iguana%Joe's+Houston,,"281-860-0700, (281) 860-0700, 894818-9285"
,Washington Street Ale House,Delaware,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Washington%Street%Ale%House+Delaware,,(302) 658-2537
,Central BBQ,Nashville,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Central%BBQ+Nashville,,"1348981733, (615) 610-3444, (615) 610-3440, 1379891704, 1657737951, 3585182667"
,Local Pie,"Hilton Head, SC",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Local%Pie+Hilton%Head,%SC",,(843) 842-7437
,Bar Primi,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Bar%Primi+Manhattan,,(212) 220-9100
,Lua Viet Kitchen,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Lua%Viet%Kitchen+Houston,,(346) 227-7047
,Il Fornaio,South Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Il%Fornaio+South%Bay,,"1241949286, (858) 755-8876, 1206153919, 0336544712, (408) 271-3366, (310) 725-9555, 8746776438"
,54th Street,St. Louis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=54th%Street+St.%Louis,,(314) 849-5401
,Ranalli's Pizza,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Ranalli's%Pizza+Chicago,,"1268299688, 3986158406, 312.642.4700, 1555067643, 1431892710, 1952487574"
,Wright’s BBQ,Little Rock,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Wright’s%BBQ+Little%Rock,,"(501) 441-5774, (479) 935-2834"
,Versailles,Los Angeles,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Versailles+Los%Angeles,,"(310) 289-0392, 3931634613, (310) 558-3168, 1788427692"
,Glory Days Grill,"Winchester, VA",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Glory%Days%Grill+Winchester,%VA",,"(540) 662-9922, 410-480-2300, 540-662-9922"
,Pizzeria Luigi,San Diego,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Pizzeria%Luigi+San%Diego,,"619-233-3309, 1231296930, 619-294-9417, 6320048437, 2595340303, 8391058659, 1372627620, 1432244437, (619) 539-7025"
,Carreta's Grill,New Orleans,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Carreta's%Grill+New%Orleans,,(504) 837-6696
,Fushimi,Staten Island,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Fushimi+Staten%Island,,"(718) 980-5300, (718) 980-7283"
,Szechuan Mountain House,Queens,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Szechuan%Mountain%House+Queens,,(718) 888-7893
,Jack's BBQ,Seattle,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Jack's%BBQ+Seattle,,"4698968971, 7562549601, 9050245044, 1422626232, 1066880959"
,Bisonte Pizza Co.,Charlotte,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Bisonte%Pizza%Co.+Charlotte,,"1610181851, 3422738833, 3026462172, 1517376943"
,Amici,"Milledgeville, GA",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Amici+Milledgeville,%GA",,"(478) 452-5003, 478.452.5003, 478-452-5003"
,Space Aliens Grill & Bar,Minneapolis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Space%Aliens%Grill%&%Bar+Minneapolis,,(701) 281-2033
,W & Z Asian Bistro and Sushi Bar,"Taylor, AZ","Mountain Standard Time (MST), no DST",8:27:34 PM,"https://www.google.com/search?q=W%&%Z%Asian%Bistro%and%Sushi%Bar+Taylor,%AZ",,4210199185
,Lupes Mexican Eatery,Orange County,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Lupes%Mexican%Eatery+Orange%County,,"949-328-9099, 949 4469440, (949) 446-9440"
,State of Mind Redwood City,Peninsula,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=State%of%Mind%Redwood%City+Peninsula,,(650) 995-7478
,Koi Palace,Peninsula,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Koi%Palace+Peninsula,,(650) 992-9000
,Duff's Famous Wings,Buffalo,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Duff's%Famous%Wings+Buffalo,,"5107264712, 6425597314, 1053490243, 1535206484, 7168654441"
,Tamalpie Pizzeria,North Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Tamalpie%Pizzeria+North%Bay,,"415.662.3212, (415) 388-7437, 415.388.7437"
,Mikomi Sushi,Los Angeles,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Mikomi%Sushi+Los%Angeles,,"(626) 359-1058, (626) 741-7697"
,Federal Pizza,Phoenix,"Mountain Standard Time (MST), no DST",8:27:34 PM,https://www.google.com/search?q=Federal%Pizza+Phoenix,,(602) 795-2520
,Jeremiah's Tavern,Rochester,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Jeremiah's%Tavern+Rochester,,"1328687769, 5672268702, 4638948584, 7057179235, 1820820196"
,Arirang Hibachi Steakhouse,Staten Island,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Arirang%Hibachi%Steakhouse+Staten%Island,,"(516) 460-9690, (718) 966-9600, 718-966-9600"
,Land Ocean,Sacramento,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Land%Ocean+Sacramento,,"(916) 983-7000, (916) 407-5640"
,Pho 21,South Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Pho%21+South%Bay,,"1668440154, 4132880496, 1668454449, 7532815802, 7784484854"
,Fuller House,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Fuller%House+Chicago,,"(630) 537-1653, (630) 568-5466, 1721307600, 7379008292, 1718059256"
,Grindhouse Killer Burgers,Atlanta,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Grindhouse%Killer%Burgers+Atlanta,,"6281930706, 7502138062, 6231142125"
,Towne Tavern,"York, SC",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Towne%Tavern+York,%SC",,(803) 818-6300
,Super Taco Mexican Restaurant,Sacramento,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Super%Taco%Mexican%Restaurant+Sacramento,,"2830206979, 7751711099, 5747461303"
,Ruckus Pizza,Raleigh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Ruckus%Pizza+Raleigh,,(919) 835-2002
,El Vez,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=El%Vez+Manhattan,,(212) 233-2500
,Juniper Grill,Pittsburgh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Juniper%Grill+Pittsburgh,,(724) 260-7999
,Bella Notte,Lexington,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Bella%Notte+Lexington,,"(859) 245-1789, (859) 245-2072"
,Fortune House,Providence,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Fortune%House+Providence,,"(401) 333-9976, (401) 333-5699, 1208818012, 401-333-5699, 401-333-9976"
,Tazza Kitchen,Richmond,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Tazza%Kitchen+Richmond,,"(804) 372-0702, 1000639463"
,Sharky's Woodfired Mexican Grill,Los Angeles,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Sharky's%Woodfired%Mexican%Grill+Los%Angeles,,(818) 623-8000
,Square Pie Guys,San Francisco,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Square%Pie%Guys+San%Francisco,,"(415) 872-9290, 1820499964, 1338404191, 7922741523, 1711924662"
,Medium Rare,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Medium%Rare+Washington,%D.C",,(202) 237-1432
,Los Mariachis Mexican Restaurant,"London, OH",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Los%Mariachis%Mexican%Restaurant+London,%OH",,(740) 845-1388
,Magerks Pub,Philadelphia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Magerks%Pub+Philadelphia,,(215) 948-3329
,Barro's Pizza,Phoenix,"Mountain Standard Time (MST), no DST",8:27:34 PM,https://www.google.com/search?q=Barro's%Pizza+Phoenix,,"1554509680, 8540828222, 9938539711, 1419643796, 7082735337"
,The Allwood Diner,North Jersey,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=The%Allwood%Diner+North%Jersey,,"(973) 365-2575, 973-365-2575"
,Wingers Restaurant and Alehouse,"Vernal, UT",Mountain Time (MT),8:27:34 PM,"https://www.google.com/search?q=Wingers%Restaurant%and%Alehouse+Vernal,%UT",,(435) 781-1923
,San Luis II Mexican Restaurant,Greensboro,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=San%Luis%II%Mexican%Restaurant+Greensboro,,"(336) 617-5508, (336) 851-6695, (336) 851-2158"
,Joe's Shanghai,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Joe's%Shanghai+Manhattan,,"1407956512, 1570299273, (212) 233-8888"
,Maggie McFly's ®,Virginia Beach,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Maggie%McFly's%®+Virginia%Beach,,"(757) 306-4950, 703.922.9300, 757.306.4951, 2495881254"
,Lao Sze Chuan,Minneapolis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Lao%Sze%Chuan+Minneapolis,,"1000865635, 1000678969, (612) 886-3906"
,TacoCraft,Miami,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=TacoCraft+Miami,,"(754) 779-7437, (305) 668-5612"
,Taqueria El Cazador,Huntsville,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Taqueria%El%Cazador+Huntsville,,"1292260762, 3809553330, 1522832669, 1936738295, (256) 881-5400, 5621613948"
,Sunset Crab Shack,Dallas,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Sunset%Crab%Shack+Dallas,,"214-235-0961, (214) 946-5650, 3385508938"
,El Jalisco Panama City,"Panama City, FL",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=El%Jalisco%Panama%City+Panama%City,%FL",,"850-571-3155, (850) 481-0909"
,Niu Japanese Fusion,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Niu%Japanese%Fusion+Chicago,,"(312) 527-2888, 312-922-1127"
,Stout's Irish Pub & Grill,Davenport,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Stout's%Irish%Pub%&%Grill+Davenport,,"212-268-8868, (212) 629-6191"
,La Carreta,Miami,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=La%Carreta+Miami,,"5628591983, (786) 474-8070, 3370933243, 4762272192, 3388323564"
,Chomp Kitchen & Drinks,Providence,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Chomp%Kitchen%&%Drinks+Providence,,"1584934631, 1623346990, 7241458605, 3145354426, 7816970708, 1600725717, 5559404583, 1600727042, 4490402094, 1478912641"
,Venezia's Pizzeria,Phoenix,"Mountain Standard Time (MST), no DST",8:27:34 PM,https://www.google.com/search?q=Venezia's%Pizzeria+Phoenix,,"(602) 787-4444, 480.447.5555, 602-787-4444"
,Banditos,Northern Virginia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Banditos+Northern%Virginia,,"8155175704, 8405186730, 5716552122, 703-790-0643"
,Olive Pit Grill,Orange County,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Olive%Pit%Grill+Orange%County,,"1465040650, 3967732880, (714) 529-3200, 8752983295, (714) 316-5000, 6563392006"
,J.R. Cash's Grill and Bar,"Columbia, SC",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=J.R.%Cash's%Grill%and%Bar+Columbia,%SC",,"8691523599, 1779018171, 8682922601"
,El Patio,Myrtle Beach,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=El%Patio+Myrtle%Beach,,"(843) 347-6984, 843-903-1188"
,The Boiling Crab,South Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=The%Boiling%Crab+South%Bay,,"6129712863, 1836684852, 1609106588, (424) 488-0585, 8725000408, 5671995318"
,LaScala's Fire,Philadelphia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=LaScala's%Fire+Philadelphia,,"1811603019, (215) 397-4481, 7552176309, 8909157575"
,Cancun Mexican,Knoxville,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Cancun%Mexican+Knoxville,,"9861691059, (865) 690-9919, 8658179459, 8488408375, 1410273080"
,Sushi Taku,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Sushi%Taku+Chicago,,"002987-1024, 002928-1024, 8612349749, 4276224034, 002862-1024, 1209022472"
,Paisans Pizzeria,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Paisans%Pizzeria+Chicago,,"1469558082, 1349420118, 6688054709, 2966120451, 1105258757"
,Lago Tacos,Minneapolis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Lago%Tacos+Minneapolis,,(612) 353-6736
,Illegal Pete's,Tucson,"Mountain Standard Time (MST), no DST",8:27:34 PM,https://www.google.com/search?q=Illegal%Pete's+Tucson,,"(520) 352-0032, 520-352-0032"
,ONE NIGHT TACO STAND,Jacksonville,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=ONE%NIGHT%TACO%STAND+Jacksonville,,"4848352865, 1234689170, 1087063946, 1088385783, 0449104923, 2643508241"
,Roots Burger Bar,"Muncie, IN",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Roots%Burger%Bar+Muncie,%IN",,"3301973813, 463-273-2004, (765) 216-6026, 765-216-6026, 1589849001, 1000635520, 5936675699"
,Acropolis Pizza Restaurant,Asheville,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Acropolis%Pizza%Restaurant+Asheville,,"1501611273, (828) 484-0591, 2881440297, (828) 439-0915, 1185251576, 0805962685"
,Dive Bar & Grille,Pittsburgh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Dive%Bar%&%Grille+Pittsburgh,,"8932531024, 4195174221, 1406305895, (917)-965-2840, 6754955213"
,Gino's East,Milwaukee,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Gino's%East+Milwaukee,,"7047408383, 8470219002, 1155427648"
,Party Fowl,Nashville,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Party%Fowl+Nashville,,"1822945187, 1582904236, 8755108580, 1600896940, 1582039304, 1581697483, 1583439524, 1582903120, 6522743508, 1687268849, 1581698311"
,Los Tres Hermanos Bar & Grill,LA Valley,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Los%Tres%Hermanos%Bar%&%Grill+LA%Valley,,"(410) 732-3228, 1000636357, (646) 712-0723"
,Ruby's Diner,Phoenix,"Mountain Standard Time (MST), no DST",8:27:34 PM,https://www.google.com/search?q=Ruby's%Diner+Phoenix,,"2138925711, (623) 551-7829"
,Jose Tequilas,Virginia Beach,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Jose%Tequilas+Virginia%Beach,,"1000637569, 7507434162, (757) 301-8961, 4027320606, 7710556976"
,San Marcos Mexican Restaurant,Raleigh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=San%Marcos%Mexican%Restaurant+Raleigh,,"(919) 803-4393, 919 803 4393, 919.803.4393"
,Ocean Sushi,Los Angeles,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Ocean%Sushi+Los%Angeles,,"(323)450-9215, (323) 450-9215"
,Pancho Villa's,Northern Virginia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Pancho%Villa's+Northern%Virginia,,"3474001215, 1456787025, 9901222096, 8143331951, 1461915686"
,Panini Kabob Grill,San Diego,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Panini%Kabob%Grill+San%Diego,,"(760) 585-4200, 7589643630, 0845142962, 8063208441, 1708804848, (619) 299-9220, (858) 523-9336"
,El Mazatlan,"Munfordville, KY",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=El%Mazatlan+Munfordville,%KY",,"1000677565, (270) 524-4874"
,Paolo's Restaurant & Bar,Reading,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Paolo's%Restaurant%&%Bar+Reading,,"(212) 794-1890, 4051305919, 4126865697, (475) 209-9296, 5982451678, 1330925145"
,Mexicali Cantina Grill,Hartford,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Mexicali%Cantina%Grill+Hartford,,(860) 432-2205
,Saga Hibachi Steakhouse & Sushi Bar,Pittsburgh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Saga%Hibachi%Steakhouse%&%Sushi%Bar+Pittsburgh,,"412-788-8868, (508) 698-1888"
,Pizzazz on the Circle,Cleveland,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Pizzazz%on%the%Circle+Cleveland,,(216) 321-7272
,Choongman Chicken,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Choongman%Chicken+Chicago,,"2889938987, 7966533499, 3120210837, 312-599-4999, 1785567874, (312) 599-4999"
,Tacos & Tequilas Mexican Grill,Atlanta,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Tacos%&%Tequilas%Mexican%Grill+Atlanta,,Not Found
,Water Street Brewery,Milwaukee,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Water%Street%Brewery+Milwaukee,,"(414) 301-5288, 8179680001, (414) 210-4516, (262) 646-7882"
,The Jagged Fork,Detroit,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=The%Jagged%Fork+Detroit,,(313) 458-8440
,East Hampton Sandwich Co,Dallas,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=East%Hampton%Sandwich%Co+Dallas,,"5755635119, 9773391327, 3115108678"
,Dan and John's Wings,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Dan%and%John's%Wings+Manhattan,,"5545962526, 6833687171, 8866870961, 1735152543"
,Harvest Seasonal Grill & Wine Bar,Scranton,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Harvest%Seasonal%Grill%&%Wine%Bar+Scranton,,"7713757410, 1197286767, 717-545-4028, 7308455902"
,Wing Warehouse Sports Bar and Grille,Cleveland,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Wing%Warehouse%Sports%Bar%and%Grille+Cleveland,,Not Found
,CHiKN,Pittsburgh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=CHiKN+Pittsburgh,,(412) 438-8362
,Senor Tequila,Tampa,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Senor%Tequila+Tampa,,(813) 280-9955
,Boston's Restaurant & Sports Bar,"Yuma, AZ","Mountain Standard Time (MST), no DST",8:27:34 PM,"https://www.google.com/search?q=Boston's%Restaurant%&%Sports%Bar+Yuma,%AZ",,"7517749282, 8340223097, 1076684724, 0687576759"
,Rapid Fired Pizza,"Wichita Falls, TX",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Rapid%Fired%Pizza+Wichita%Falls,%TX",,"(940) 386-9190, 940-386-9190"
,Martin's Downtown Bar & Grill,"Roanoke, VA",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Martin's%Downtown%Bar%&%Grill+Roanoke,%VA",,(540) 985-6278
,Papitos Mexican Grill,"Jonesboro, AR",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Papitos%Mexican%Grill+Jonesboro,%AR",,"870-203-6065, 2122568937, (870) 203-6065"
,Casa Maria Tequila Bar & Grill,Jacksonville,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Casa%Maria%Tequila%Bar%&%Grill+Jacksonville,,"(718) 627-1003, 1000832868"
,Underground Pizza Company,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Underground%Pizza%Company+Washington,%D.C",,"443-347-6190, (410) 618-1228, (212) 425-4442"
,Roma Ristorante Italiano,Richmond,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Roma%Ristorante%Italiano+Richmond,,"(804) 261-0400, (804) 328-6699"
,Zio Al's Pizza & Pasta,Fort Worth,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Zio%Al's%Pizza%&%Pasta+Fort%Worth,,"9653292284, 2411488145, 1082914693, 1726315191, 7524815340, 2648147468, 1232043932, (972) 382-5186"
,Little Pub,"New London, CT",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Little%Pub+New%London,%CT",,"5951561828, (860) 701-9113, 860-339-5591, 1492954619, 4865514133, 203-762-1122, 8867256865"
,Taverna,Dallas,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Taverna+Dallas,,"214.520.9933, (214) 520-9933"
,PJ's Pancake House,Central Jersey,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=PJ's%Pancake%House+Central%Jersey,,"2519594727, 609-772-4755, 1527881830, 9836324394, 609-436-5540, 5496762906, (609) 924-1353, 1490527912"
,Nacho's Mexican Restaurant,Nashville,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Nacho's%Mexican%Restaurant+Nashville,,"(615) 595-8090, (615) 522-0970"
,Las Margaritas,"Tullahoma, TN",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Las%Margaritas+Tullahoma,%TN",,"(931) 962-9899, (931) 454-2262, 1031425127, 2416766889, 1135478748, 8690791780, (931) 651-7956, (931) 454-2263"
,Hopdoddy Burger Bar,Tallahassee,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Hopdoddy%Burger%Bar+Tallahassee,,"850-558-6116, (850) 558-6116"
,Margarita's Cafe,Long Island - Suffolk,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Margarita's%Cafe+Long%Island%-%Suffolk,,"516-623-2980, 516-931-1694, (631) 257-5999, 516-745-0033"
,The Model Bakery,North Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=The%Model%Bakery+North%Bay,,(707) 415-5045
